Threshold,False Positive Rate (x),True Positive Rate (y)
0.922000,0.009140,0.575821
0.923000,0.009140,0.571251
0.924000,0.009140,0.566681
0.925000,0.009140,0.565850
0.926000,0.009140,0.562111
0.927000,0.009140,0.558371
0.928000,0.008309,0.555048
0.929000,0.007894,0.551309
0.930000,0.007894,0.545077
0.931000,0.007894,0.541338
0.932000,0.007894,0.539676
0.933000,0.007894,0.535106
0.934000,0.007478,0.531367
0.935000,0.007063,0.527628
0.936000,0.006647,0.525550
0.937000,0.006647,0.520980
0.938000,0.006647,0.517657
0.939000,0.006647,0.513502
0.940000,0.006647,0.507686
0.941000,0.006647,0.503947
0.942000,0.006647,0.496884
0.943000,0.006647,0.492314
0.944000,0.006647,0.488160
0.945000,0.006232,0.485667
0.946000,0.006232,0.484420
0.947000,0.006232,0.481512
0.948000,0.006232,0.476527
0.949000,0.006232,0.471126
0.950000,0.006232,0.466971
0.951000,0.006232,0.462817
0.952000,0.006232,0.458247
0.953000,0.006232,0.454092
0.954000,0.006232,0.449938
0.955000,0.005816,0.447029
0.956000,0.005816,0.444952
0.957000,0.005816,0.442459
0.958000,0.005816,0.438305
0.959000,0.005816,0.435397
0.960000,0.004985,0.432073
0.961000,0.004985,0.428749
0.962000,0.004985,0.424179
0.963000,0.004985,0.420440
0.964000,0.004985,0.416286
0.965000,0.004985,0.411716
0.966000,0.004570,0.409223
0.967000,0.004155,0.403407
0.968000,0.004155,0.399668
0.969000,0.004155,0.397175
0.970000,0.004155,0.393436
0.971000,0.004155,0.390112
0.972000,0.004155,0.385542
0.973000,0.004155,0.380557
0.974000,0.004155,0.376818
0.975000,0.004155,0.371001
0.976000,0.004155,0.363939
0.977000,0.004155,0.359369
0.978000,0.004155,0.355629
0.979000,0.003739,0.348567
0.980000,0.003739,0.339842
0.981000,0.003739,0.331948
0.982000,0.003739,0.324055
0.983000,0.003739,0.318654
0.984000,0.003739,0.312422
0.985000,0.003324,0.305775
0.986000,0.003324,0.300374
0.987000,0.003324,0.294142
0.988000,0.002908,0.285833
0.989000,0.002908,0.282094
0.990000,0.002908,0.272538
0.991000,0.002908,0.263814
0.992000,0.002908,0.253012
0.993000,0.002493,0.241379
0.994000,0.002493,0.230993
0.995000,0.002493,0.217698
0.996000,0.002077,0.200665
0.997000,0.001246,0.182800
0.998000,0.000831,0.162443
0.999000,0.000000,0.126714
1.000000,0.000000,0.000000
