Epoch,Train MSE,Validation MSE,Train Accuracy,Validation Accuracy,Train Log Loss,Validation Log Loss,Train R²,Validation R²
32200,0.178608,0.195381,0.705394,0.653155,1.029904,1.102441,0.535723,0.468526
32300,0.178394,0.195301,0.709544,0.653953,1.028825,1.102070,0.536509,0.468916
32400,0.178181,0.195222,0.709544,0.654499,1.027751,1.101713,0.537293,0.469300
32500,0.177968,0.195145,0.709544,0.655149,1.026680,1.101371,0.538076,0.469677
32600,0.177755,0.195070,0.709544,0.655905,1.025612,1.101049,0.538862,0.470046
32700,0.177540,0.194997,0.711618,0.656619,1.024544,1.100748,0.539651,0.470405
32800,0.177324,0.194928,0.711618,0.657227,1.023476,1.100472,0.540446,0.470753
32900,0.177106,0.194862,0.711618,0.658067,1.022404,1.100222,0.541250,0.471087
33000,0.176884,0.194800,0.713693,0.658781,1.021326,1.100003,0.542065,0.471407
33100,0.176659,0.194742,0.713693,0.659495,1.020241,1.099816,0.542894,0.471713
33200,0.176429,0.194688,0.715768,0.660019,1.019143,1.099664,0.543741,0.472003
33300,0.176194,0.194638,0.715768,0.660712,1.018030,1.099547,0.544609,0.472279
33400,0.175952,0.194591,0.715768,0.661153,1.016898,1.099466,0.545501,0.472543
33500,0.175703,0.194548,0.717842,0.661510,1.015742,1.099419,0.546422,0.472796
33600,0.175445,0.194506,0.719917,0.662076,1.014557,1.099401,0.547376,0.473045
33700,0.175178,0.194464,0.719917,0.662286,1.013338,1.099407,0.548367,0.473295
33800,0.174900,0.194420,0.717842,0.662937,1.012077,1.099428,0.549399,0.473555
33900,0.174610,0.194370,0.717842,0.663420,1.010769,1.099452,0.550476,0.473835
34000,0.174308,0.194313,0.717842,0.664302,1.009405,1.099467,0.551604,0.474147
34100,0.173990,0.194244,0.717842,0.665099,1.007978,1.099456,0.552787,0.474504
34200,0.173657,0.194159,0.717842,0.665981,1.006478,1.099402,0.554032,0.474919
34300,0.173306,0.194054,0.721992,0.666359,1.004895,1.099287,0.555345,0.475411
34400,0.172934,0.193925,0.719917,0.667156,1.003215,1.099090,0.556737,0.475995
34500,0.172540,0.193765,0.719917,0.668584,1.001424,1.098789,0.558215,0.476691
34600,0.172119,0.193570,0.719917,0.669633,0.999505,1.098361,0.559793,0.477521
34700,0.171668,0.193334,0.717842,0.670725,0.997440,1.097779,0.561484,0.478508
34800,0.172867,0.192200,0.692946,0.644381,1.000482,1.091536,0.556762,0.482683
34900,0.174338,0.192980,0.686722,0.628595,1.005098,1.094695,0.550691,0.480261
35000,0.173358,0.192451,0.690871,0.635690,1.000959,1.092797,0.554441,0.482272
35100,0.173088,0.192239,0.692946,0.635144,0.999481,1.092364,0.555389,0.483205
35200,0.172858,0.192029,0.686722,0.634053,0.998118,1.091968,0.556178,0.484142
35300,0.172625,0.191804,0.680498,0.633024,0.996719,1.091535,0.556971,0.485147
35400,0.172385,0.191561,0.680498,0.631744,0.995270,1.091061,0.557788,0.486227
35500,0.172134,0.191297,0.684647,0.629602,0.993764,1.090545,0.558641,0.487386
35600,0.171870,0.191011,0.686722,0.627377,0.992193,1.089978,0.559543,0.488633
35700,0.171588,0.190699,0.674274,0.624145,0.990543,1.089345,0.560509,0.489981
35800,0.171282,0.190352,0.668050,0.619317,0.988794,1.088615,0.561567,0.491453
35900,0.170940,0.189962,0.657676,0.618183,0.986905,1.087743,0.562755,0.493083
36000,0.170548,0.189514,0.663900,0.621416,0.984819,1.086664,0.564131,0.494914
36100,0.170087,0.188996,0.663900,0.627482,0.982464,1.085309,0.565757,0.496986
36200,0.169546,0.188403,0.668050,0.638545,0.979789,1.083638,0.567678,0.499318
36300,0.168925,0.187739,0.670124,0.651245,0.976794,1.081672,0.569889,0.501885
36400,0.168239,0.187023,0.668050,0.660544,0.973537,1.079491,0.572332,0.504624
36500,0.167508,0.186277,0.676349,0.671880,0.970106,1.077201,0.574928,0.507456
36600,0.166753,0.185522,0.686722,0.679626,0.966582,1.074894,0.577603,0.510314
36700,0.165987,0.184773,0.701245,0.686679,0.963031,1.072640,0.580303,0.513142
36800,0.165223,0.184040,0.709544,0.692871,0.959505,1.070487,0.582985,0.515900
36900,0.164472,0.183335,0.709544,0.697217,0.956053,1.068472,0.585609,0.518554
37000,0.163742,0.182664,0.711618,0.700197,0.952718,1.066621,0.588143,0.521081
37100,0.163042,0.182031,0.713693,0.703556,0.949541,1.064954,0.590557,0.523463
37200,0.162378,0.181440,0.715768,0.706138,0.946549,1.063478,0.592829,0.525693
37300,0.161755,0.180890,0.717842,0.707985,0.943764,1.062194,0.594947,0.527771
37400,0.161175,0.180381,0.715768,0.709937,0.941199,1.061096,0.596905,0.529704
37500,0.160637,0.179908,0.715768,0.711575,0.938857,1.060175,0.598703,0.531502
37600,0.160141,0.179471,0.715768,0.712687,0.936739,1.059422,0.600347,0.533177
37700,0.159685,0.179064,0.717842,0.714073,0.934844,1.058824,0.601846,0.534742
37800,0.159266,0.178685,0.721992,0.715374,0.933169,1.058369,0.603208,0.536211
37900,0.158882,0.178329,0.724066,0.716340,0.931709,1.058037,0.604446,0.537598
38000,0.158530,0.177991,0.726141,0.717641,0.930451,1.057796,0.605575,0.538923
38100,0.158202,0.177662,0.726141,0.718628,0.929375,1.057598,0.606615,0.540212
38200,0.157894,0.177334,0.724066,0.720013,0.928444,1.057381,0.607592,0.541493
38300,0.157595,0.176997,0.724066,0.721252,0.927612,1.057077,0.608537,0.542799
38400,0.157298,0.176642,0.724066,0.722344,0.926831,1.056627,0.609476,0.544155
38500,0.156999,0.176265,0.724066,0.723624,0.926061,1.055998,0.610428,0.545574
38600,0.156695,0.175866,0.726141,0.725282,0.925279,1.055180,0.611399,0.547055
38700,0.156387,0.175448,0.726141,0.726836,0.924474,1.054189,0.612385,0.548588
38800,0.156078,0.175016,0.724066,0.727801,0.923646,1.053051,0.613379,0.550156
38900,0.155768,0.174576,0.726141,0.728746,0.922802,1.051798,0.614372,0.551743
39000,0.155462,0.174132,0.726141,0.729544,0.921948,1.050460,0.615357,0.553332
39100,0.155159,0.173688,0.726141,0.730005,0.921090,1.049065,0.616328,0.554910
39200,0.154862,0.173248,0.728216,0.730950,0.920235,1.047635,0.617281,0.556468
39300,0.154571,0.172815,0.730290,0.731832,0.919387,1.046189,0.618213,0.557997
39400,0.154287,0.172390,0.732365,0.732818,0.918550,1.044739,0.619123,0.559491
39500,0.154010,0.171974,0.734440,0.733721,0.917727,1.043297,0.620010,0.560948
39600,0.153739,0.171570,0.734440,0.734225,0.916919,1.041871,0.620874,0.562364
39700,0.153475,0.171176,0.736515,0.735106,0.916126,1.040466,0.621716,0.563738
39800,0.153217,0.170793,0.740664,0.735715,0.915348,1.039085,0.622538,0.565069
39900,0.152965,0.170422,0.738589,0.736702,0.914583,1.037732,0.623342,0.566359
40000,0.152717,0.170063,0.740664,0.737646,0.913827,1.036405,0.624131,0.567609
40100,0.152473,0.169714,0.742739,0.738696,0.913078,1.035105,0.624907,0.568819
40200,0.152231,0.169375,0.742739,0.739557,0.912332,1.033828,0.625674,0.569992
40300,0.151991,0.169045,0.746888,0.740312,0.911585,1.032574,0.626435,0.571131
40400,0.151752,0.168725,0.746888,0.740585,0.910833,1.031337,0.627194,0.572239
40500,0.151513,0.168412,0.748963,0.741131,0.910072,1.030112,0.627954,0.573318
40600,0.151272,0.168106,0.753112,0.741866,0.909299,1.028895,0.628716,0.574371
40700,0.151029,0.167806,0.753112,0.742684,0.908510,1.027678,0.629485,0.575402
40800,0.150784,0.167511,0.755187,0.743440,0.907703,1.026456,0.630262,0.576415
40900,0.150535,0.167220,0.755187,0.743839,0.906875,1.025221,0.631049,0.577412
41000,0.150283,0.166932,0.755187,0.744616,0.906024,1.023964,0.631848,0.578397
41100,0.150025,0.166646,0.755187,0.745539,0.905145,1.022678,0.632663,0.579374
41200,0.149762,0.166361,0.755187,0.746463,0.904236,1.021353,0.633495,0.580345
41300,0.149493,0.166075,0.755187,0.747156,0.903293,1.019979,0.634347,0.581314
41400,0.149216,0.165788,0.755187,0.748268,0.902310,1.018546,0.635223,0.582285
41500,0.148930,0.165498,0.757261,0.749045,0.901281,1.017042,0.636126,0.583261
41600,0.148635,0.165205,0.757261,0.749570,0.900197,1.015455,0.637060,0.584244
41700,0.148328,0.164908,0.759336,0.750157,0.899049,1.013769,0.638029,0.585238
41800,0.148008,0.164605,0.757261,0.751018,0.897826,1.011972,0.639039,0.586244
41900,0.147674,0.164297,0.759336,0.751795,0.896515,1.010046,0.640094,0.587266
42000,0.147324,0.163983,0.763485,0.752613,0.895101,1.007976,0.641197,0.588302
42100,0.146958,0.163663,0.765560,0.753516,0.893568,1.005745,0.642351,0.589354
42200,0.146575,0.163338,0.767635,0.754083,0.891900,1.003343,0.643558,0.590419
42300,0.146174,0.163008,0.773859,0.754923,0.890081,1.000761,0.644818,0.591495
42400,0.145756,0.162675,0.775934,0.755300,0.888095,0.998003,0.646133,0.592580
42500,0.145319,0.162338,0.775934,0.756182,0.885927,0.995080,0.647506,0.593671
42600,0.144860,0.161998,0.778008,0.756539,0.883562,0.992013,0.648946,0.594773
42700,0.144376,0.161651,0.778008,0.757043,0.880991,0.988829,0.650463,0.595896
42800,0.143864,0.161293,0.780083,0.757484,0.878218,0.985548,0.652062,0.597050
42900,0.143329,0.160923,0.780083,0.758134,0.875268,0.982185,0.653735,0.598247
43000,0.142776,0.160536,0.786307,0.758953,0.872185,0.978742,0.655457,0.599494
43100,0.142216,0.160132,0.790456,0.759856,0.869021,0.975213,0.657195,0.600796
43200,0.141661,0.159709,0.790456,0.760548,0.865828,0.971579,0.658913,0.602154
43300,0.141122,0.159268,0.792531,0.760947,0.862657,0.967818,0.660576,0.603571
43400,0.140611,0.158806,0.798755,0.761493,0.859553,0.963905,0.662148,0.605049
43500,0.140138,0.158323,0.800830,0.762081,0.856565,0.959821,0.663597,0.606587
43600,0.139713,0.157821,0.800830,0.762060,0.853740,0.955573,0.664891,0.608181
43700,0.139342,0.157305,0.798755,0.762459,0.851114,0.951214,0.666017,0.609814
43800,0.139018,0.156783,0.798755,0.762144,0.848683,0.946843,0.666994,0.611458
43900,0.138724,0.156268,0.796680,0.762144,0.846401,0.942578,0.667877,0.613083
44000,0.138437,0.155764,0.794606,0.762417,0.844190,0.938508,0.668735,0.614669
44100,0.138138,0.155275,0.794606,0.762857,0.841974,0.934671,0.669624,0.616207
44200,0.137817,0.154801,0.794606,0.762626,0.839706,0.931062,0.670578,0.617702
44300,0.137472,0.154338,0.788382,0.762689,0.837367,0.927654,0.671606,0.619161
44400,0.137102,0.153884,0.786307,0.762962,0.834957,0.924413,0.672705,0.620593
44500,0.136713,0.153436,0.784232,0.763634,0.832485,0.921304,0.673863,0.622004
44600,0.136307,0.152993,0.784232,0.764243,0.829962,0.918300,0.675069,0.623400
44700,0.135888,0.152552,0.788382,0.764831,0.827398,0.915377,0.676313,0.624787
44800,0.135458,0.152113,0.790456,0.765376,0.824800,0.912514,0.677588,0.626167
44900,0.135020,0.151674,0.792531,0.766489,0.822169,0.909698,0.678886,0.627543
45000,0.134574,0.151235,0.792531,0.767371,0.819504,0.906915,0.680205,0.628918
45100,0.134122,0.150796,0.794606,0.768168,0.816799,0.904157,0.681542,0.630292
45200,0.133663,0.150357,0.800830,0.769029,0.814048,0.901423,0.682899,0.631664
45300,0.133197,0.149918,0.800830,0.770414,0.811242,0.898717,0.684277,0.633029
45400,0.132722,0.149484,0.800830,0.771443,0.808382,0.896063,0.685682,0.634378
45500,0.132236,0.149060,0.802905,0.772514,0.805491,0.893502,0.687121,0.635694
45600,0.131737,0.148652,0.802905,0.772996,0.802636,0.891086,0.688600,0.636957
45700,0.131226,0.148260,0.802905,0.774130,0.799923,0.888820,0.690120,0.638168
45800,0.130705,0.147868,0.802905,0.775137,0.797419,0.886604,0.691669,0.639379
45900,0.130182,0.147452,0.800830,0.775221,0.795101,0.884293,0.693224,0.640658
46000,0.129661,0.147002,0.804979,0.776187,0.792902,0.881818,0.694764,0.642042
46100,0.129149,0.146518,0.807054,0.777489,0.790771,0.879187,0.696273,0.643527
46200,0.128646,0.146008,0.807054,0.778307,0.788677,0.876443,0.697746,0.645089
46300,0.128153,0.145481,0.813278,0.779168,0.786603,0.873632,0.699184,0.646702
46400,0.127668,0.144944,0.813278,0.780406,0.784537,0.870792,0.700592,0.648346
46500,0.127191,0.144401,0.811203,0.781519,0.782475,0.867948,0.701973,0.650003
46600,0.126719,0.143858,0.813278,0.782757,0.780411,0.865122,0.703332,0.651660
46700,0.126253,0.143317,0.815353,0.784017,0.778344,0.862327,0.704671,0.653309
46800,0.125792,0.142779,0.815353,0.785381,0.776275,0.859574,0.705992,0.654941
46900,0.125335,0.142248,0.817427,0.786536,0.774206,0.856870,0.707296,0.656553
47000,0.124883,0.141725,0.817427,0.787879,0.772138,0.854220,0.708583,0.658140
47100,0.124435,0.141209,0.819502,0.789034,0.770074,0.851628,0.709854,0.659699
47200,0.123990,0.140703,0.819502,0.790629,0.768014,0.849097,0.711112,0.661228
47300,0.123548,0.140206,0.821577,0.791994,0.765959,0.846628,0.712358,0.662726
47400,0.123108,0.139718,0.823651,0.792938,0.763903,0.844221,0.713596,0.664192
47500,0.122668,0.139241,0.825726,0.793736,0.761842,0.841874,0.714831,0.665626
47600,0.122225,0.138773,0.825726,0.794870,0.759765,0.839585,0.716070,0.667028
47700,0.121777,0.138314,0.825726,0.795667,0.757659,0.837350,0.717322,0.668401
47800,0.121322,0.137865,0.825726,0.796885,0.755510,0.835167,0.718592,0.669744
47900,0.120857,0.137423,0.825726,0.797871,0.753306,0.833032,0.719888,0.671060
48000,0.120382,0.136991,0.825726,0.799131,0.751037,0.830944,0.721212,0.672347
48100,0.119897,0.136567,0.827801,0.799593,0.748702,0.828905,0.722562,0.673605
48200,0.119405,0.136154,0.829876,0.800432,0.746306,0.826917,0.723932,0.674832
48300,0.118908,0.135751,0.829876,0.801293,0.743859,0.824983,0.725315,0.676025
48400,0.118408,0.135359,0.829876,0.801944,0.741373,0.823106,0.726703,0.677182
48500,0.117908,0.134979,0.831950,0.802783,0.738861,0.821288,0.728087,0.678303
48600,0.117411,0.134611,0.838174,0.803644,0.736331,0.819528,0.729464,0.679387
48700,0.116916,0.134255,0.838174,0.804736,0.733792,0.817826,0.730829,0.680435
48800,0.116426,0.133911,0.842324,0.805659,0.731248,0.816180,0.732181,0.681448
48900,0.115940,0.133577,0.842324,0.806184,0.728704,0.814587,0.733518,0.682426
49000,0.115459,0.133255,0.844398,0.806625,0.726163,0.813047,0.734840,0.683372
49100,0.114983,0.132942,0.844398,0.807402,0.723627,0.811556,0.736145,0.684285
49200,0.114512,0.132641,0.844398,0.808262,0.721099,0.810114,0.737435,0.685168
49300,0.114046,0.132349,0.846473,0.809018,0.718580,0.808719,0.738709,0.686021
49400,0.113586,0.132066,0.846473,0.809543,0.716072,0.807370,0.739966,0.686844
49500,0.113131,0.131794,0.848548,0.809879,0.713578,0.806065,0.741207,0.687639
49600,0.112682,0.131530,0.848548,0.810215,0.711099,0.804804,0.742431,0.688406
49700,0.112238,0.131276,0.846473,0.810697,0.708637,0.803587,0.743639,0.689145
49800,0.111800,0.131031,0.846473,0.811264,0.706191,0.802412,0.744830,0.689857
49900,0.111367,0.130795,0.844398,0.811579,0.703764,0.801278,0.746005,0.690544
50000,0.110940,0.130567,0.846473,0.811894,0.701355,0.800185,0.747164,0.691205
50100,0.110517,0.130348,0.846473,0.812335,0.698962,0.799131,0.748310,0.691842
50200,0.110099,0.130136,0.848548,0.812671,0.696586,0.798115,0.749443,0.692457
50300,0.109684,0.129931,0.850622,0.813090,0.694223,0.797135,0.750565,0.693049
50400,0.109273,0.129734,0.850622,0.813363,0.691872,0.796190,0.751677,0.693621
50500,0.108865,0.129543,0.852697,0.813531,0.689532,0.795278,0.752781,0.694174
50600,0.108460,0.129358,0.852697,0.813972,0.687202,0.794398,0.753876,0.694709
50700,0.108057,0.129178,0.852697,0.814329,0.684881,0.793547,0.754965,0.695227
50800,0.107656,0.129005,0.854772,0.815085,0.682569,0.792725,0.756045,0.695730
50900,0.107258,0.128836,0.854772,0.815651,0.680268,0.791930,0.757117,0.696217
51000,0.106864,0.128672,0.854772,0.816092,0.677980,0.791161,0.758180,0.696690
51100,0.106473,0.128513,0.854772,0.816344,0.675708,0.790418,0.759231,0.697150
51200,0.106087,0.128358,0.854772,0.816596,0.673452,0.789699,0.760270,0.697598
51300,0.105706,0.128207,0.854772,0.817058,0.671217,0.789005,0.761295,0.698034
51400,0.105329,0.128059,0.854772,0.817499,0.669004,0.788333,0.762305,0.698459
51500,0.104958,0.127915,0.854772,0.817960,0.666814,0.787683,0.763299,0.698875
51600,0.104593,0.127774,0.854772,0.818254,0.664647,0.787053,0.764277,0.699282
51700,0.104233,0.127635,0.854772,0.818338,0.662503,0.786443,0.765239,0.699683
51800,0.103878,0.127498,0.854772,0.818716,0.660381,0.785849,0.766188,0.700077
51900,0.103527,0.127363,0.854772,0.819010,0.658278,0.785271,0.767125,0.700468
52000,0.103179,0.127228,0.854772,0.819283,0.656192,0.784707,0.768051,0.700855
52100,0.102835,0.127094,0.854772,0.819745,0.654118,0.784155,0.768970,0.701242
52200,0.102491,0.126959,0.854772,0.819997,0.652052,0.783613,0.769884,0.701628
52300,0.102148,0.126825,0.854772,0.820291,0.649990,0.783081,0.770797,0.702015
52400,0.101805,0.126689,0.852697,0.820542,0.647926,0.782557,0.771711,0.702403
52500,0.101459,0.126552,0.852697,0.820941,0.645856,0.782041,0.772630,0.702795
52600,0.101111,0.126414,0.852697,0.821802,0.643775,0.781530,0.773555,0.703190
52700,0.100760,0.126274,0.850622,0.822012,0.641682,0.781023,0.774489,0.703591
52800,0.100406,0.126131,0.848548,0.822642,0.639574,0.780520,0.775431,0.703997
52900,0.100048,0.125986,0.850622,0.822831,0.637455,0.780018,0.776382,0.704411
53000,0.099687,0.125838,0.850622,0.823271,0.635327,0.779515,0.777339,0.704834
53100,0.099325,0.125685,0.850622,0.823313,0.633196,0.779012,0.778302,0.705266
53200,0.098961,0.125529,0.852697,0.823691,0.631067,0.778506,0.779269,0.705709
53300,0.098596,0.125369,0.860996,0.824111,0.628946,0.777998,0.780238,0.706163
53400,0.098231,0.125204,0.863071,0.824447,0.626836,0.777489,0.781210,0.706628
53500,0.097865,0.125035,0.865145,0.824783,0.624739,0.776977,0.782186,0.707106
53600,0.097497,0.124861,0.860996,0.825182,0.622655,0.776465,0.783168,0.707595
53700,0.097126,0.124682,0.860996,0.825475,0.620580,0.775954,0.784160,0.708097
53800,0.096751,0.124499,0.863071,0.825601,0.618512,0.775443,0.785164,0.708609
53900,0.096371,0.124312,0.860996,0.825832,0.616445,0.774934,0.786185,0.709133
54000,0.095985,0.124121,0.863071,0.825916,0.614373,0.774426,0.787226,0.709667
54100,0.095590,0.123926,0.863071,0.826588,0.612289,0.773916,0.788290,0.710212
54200,0.095186,0.123726,0.863071,0.827008,0.610183,0.773401,0.789379,0.710769
54300,0.094773,0.123522,0.865145,0.827281,0.608050,0.772874,0.790492,0.711339
54400,0.094352,0.123314,0.869295,0.827386,0.605887,0.772333,0.791625,0.711920
54500,0.093924,0.123102,0.871369,0.827806,0.603692,0.771774,0.792771,0.712513
54600,0.093493,0.122887,0.869295,0.828246,0.601474,0.771201,0.793923,0.713112
54700,0.093061,0.122672,0.871369,0.828855,0.599239,0.770622,0.795072,0.713712
54800,0.092630,0.122458,0.871369,0.829191,0.597001,0.770045,0.796210,0.714308
54900,0.092204,0.122249,0.871369,0.829821,0.594768,0.769483,0.797332,0.714893
55000,0.091783,0.122046,0.871369,0.830136,0.592549,0.768946,0.798433,0.715461
55100,0.091368,0.121850,0.873444,0.830534,0.590352,0.768443,0.799512,0.716009
55200,0.090960,0.121663,0.873444,0.831185,0.588179,0.767978,0.800569,0.716533
55300,0.090558,0.121485,0.873444,0.831584,0.586035,0.767557,0.801605,0.717033
55400,0.090163,0.121316,0.873444,0.831878,0.583920,0.767182,0.802619,0.717506
55500,0.089774,0.121157,0.873444,0.832445,0.581835,0.766854,0.803613,0.717953
55600,0.089392,0.121007,0.873444,0.832697,0.579782,0.766574,0.804588,0.718374
55700,0.089015,0.120866,0.875519,0.833011,0.577761,0.766342,0.805544,0.718769
55800,0.088644,0.120735,0.875519,0.833431,0.575773,0.766157,0.806482,0.719139
55900,0.088280,0.120613,0.877593,0.833809,0.573819,0.766020,0.807401,0.719484
56000,0.087921,0.120501,0.877593,0.833914,0.571900,0.765932,0.808303,0.719804
56100,0.087569,0.120397,0.881743,0.834061,0.570017,0.765891,0.809186,0.720099
56200,0.087223,0.120302,0.883817,0.834271,0.568170,0.765899,0.810051,0.720371
56300,0.086885,0.120215,0.883817,0.834502,0.566362,0.765954,0.810896,0.720619
56400,0.086553,0.120137,0.883817,0.835006,0.564592,0.766057,0.811722,0.720845
56500,0.086228,0.120067,0.883817,0.834775,0.562860,0.766207,0.812527,0.721048
56600,0.085910,0.120006,0.883817,0.834964,0.561167,0.766403,0.813313,0.721229
56700,0.085599,0.119951,0.881743,0.835446,0.559511,0.766641,0.814079,0.721392
56800,0.085296,0.119904,0.879668,0.835887,0.557892,0.766921,0.814825,0.721535
56900,0.084998,0.119862,0.879668,0.836139,0.556306,0.767239,0.815552,0.721663
57000,0.084708,0.119826,0.885892,0.836391,0.554752,0.767591,0.816262,0.721776
57100,0.084423,0.119794,0.887967,0.836265,0.553226,0.767973,0.816955,0.721878
57200,0.084143,0.119767,0.890041,0.836034,0.551725,0.768381,0.817634,0.721969
57300,0.083867,0.119742,0.892116,0.835908,0.550246,0.768810,0.818300,0.722054
57400,0.083596,0.119719,0.890041,0.836139,0.548785,0.769255,0.818954,0.722134
57500,0.083328,0.119697,0.890041,0.836139,0.547340,0.769714,0.819598,0.722210
57600,0.083063,0.119676,0.892116,0.836265,0.545907,0.770181,0.820233,0.722286
57700,0.082801,0.119656,0.892116,0.836244,0.544485,0.770655,0.820860,0.722361
57800,0.082541,0.119635,0.892116,0.836685,0.543074,0.771131,0.821481,0.722438
57900,0.082283,0.119614,0.892116,0.836685,0.541671,0.771609,0.822095,0.722516
58000,0.082027,0.119592,0.892116,0.836832,0.540278,0.772086,0.822702,0.722597
58100,0.081773,0.119569,0.894191,0.836832,0.538894,0.772562,0.823303,0.722681
58200,0.081522,0.119545,0.896266,0.837084,0.537521,0.773036,0.823897,0.722767
58300,0.081273,0.119521,0.896266,0.837063,0.536159,0.773508,0.824485,0.722855
58400,0.081026,0.119496,0.896266,0.837126,0.534809,0.773976,0.825065,0.722946
58500,0.080783,0.119471,0.896266,0.837399,0.533473,0.774442,0.825638,0.723039
58600,0.080542,0.119445,0.898340,0.837357,0.532152,0.774906,0.826203,0.723133
58700,0.080304,0.119419,0.898340,0.837357,0.530847,0.775367,0.826759,0.723229
58800,0.080069,0.119393,0.898340,0.837630,0.529560,0.775827,0.827306,0.723325
58900,0.079838,0.119367,0.898340,0.837525,0.528291,0.776284,0.827844,0.723422
59000,0.079610,0.119340,0.898340,0.837399,0.527042,0.776741,0.828373,0.723520
59100,0.079386,0.119314,0.900415,0.837567,0.525812,0.777196,0.828891,0.723617
59200,0.079166,0.119289,0.902490,0.837399,0.524603,0.777650,0.829401,0.723715
59300,0.078950,0.119263,0.902490,0.837546,0.523416,0.778104,0.829900,0.723811
59400,0.078738,0.119238,0.902490,0.837588,0.522251,0.778558,0.830389,0.723908
59500,0.078529,0.119213,0.902490,0.837714,0.521107,0.779011,0.830867,0.724003
59600,0.078325,0.119189,0.902490,0.837651,0.519987,0.779465,0.831336,0.724098
59700,0.078124,0.119165,0.902490,0.837693,0.518888,0.779920,0.831795,0.724192
59800,0.077928,0.119142,0.902490,0.837861,0.517813,0.780375,0.832244,0.724284
59900,0.077735,0.119119,0.904564,0.837944,0.516760,0.780831,0.832682,0.724376
60000,0.077546,0.119097,0.904564,0.837798,0.515729,0.781288,0.833111,0.724466
60100,0.077362,0.119075,0.904564,0.837609,0.514720,0.781746,0.833531,0.724554
60200,0.077181,0.119054,0.904564,0.837546,0.513733,0.782205,0.833941,0.724641
60300,0.077003,0.119033,0.906639,0.837420,0.512768,0.782666,0.834342,0.724727
60400,0.076830,0.119014,0.906639,0.837483,0.511824,0.783128,0.834734,0.724812
60500,0.076660,0.118994,0.906639,0.837609,0.510900,0.783591,0.835117,0.724894
60600,0.076493,0.118976,0.906639,0.837714,0.509995,0.784056,0.835492,0.724976
60700,0.076330,0.118958,0.906639,0.837651,0.509111,0.784522,0.835860,0.725056
60800,0.076170,0.118940,0.906639,0.837651,0.508245,0.784990,0.836219,0.725135
60900,0.076012,0.118923,0.906639,0.837714,0.507397,0.785459,0.836571,0.725212
61000,0.075858,0.118906,0.906639,0.837819,0.506566,0.785929,0.836917,0.725288
61100,0.075707,0.118890,0.906639,0.837630,0.505753,0.786401,0.837255,0.725363
61200,0.075558,0.118874,0.906639,0.837609,0.504956,0.786874,0.837588,0.725436
61300,0.075412,0.118859,0.908714,0.837525,0.504174,0.787348,0.837914,0.725509
61400,0.075269,0.118844,0.908714,0.837756,0.503407,0.787823,0.838235,0.725580
61500,0.075128,0.118830,0.908714,0.837924,0.502655,0.788299,0.838550,0.725650
61600,0.074989,0.118815,0.908714,0.837882,0.501916,0.788776,0.838860,0.725719
61700,0.074852,0.118802,0.908714,0.838112,0.501191,0.789254,0.839165,0.725787
61800,0.074718,0.118788,0.908714,0.838238,0.500479,0.789732,0.839466,0.725854
61900,0.074585,0.118775,0.908714,0.838406,0.499779,0.790212,0.839762,0.725920
62000,0.074454,0.118762,0.908714,0.838532,0.499090,0.790692,0.840054,0.725985
62100,0.074325,0.118750,0.910788,0.838532,0.498413,0.791172,0.840342,0.726049
62200,0.074198,0.118737,0.910788,0.838448,0.497747,0.791653,0.840626,0.726112
62300,0.074072,0.118725,0.910788,0.838532,0.497092,0.792134,0.840907,0.726174
62400,0.073948,0.118714,0.910788,0.838469,0.496446,0.792616,0.841184,0.726236
62500,0.073826,0.118702,0.910788,0.838490,0.495811,0.793098,0.841458,0.726296
62600,0.073705,0.118691,0.910788,0.838616,0.495185,0.793579,0.841728,0.726356
62700,0.073585,0.118680,0.910788,0.838700,0.494568,0.794061,0.841996,0.726415
62800,0.073467,0.118669,0.910788,0.838679,0.493959,0.794543,0.842261,0.726472
62900,0.073350,0.118658,0.910788,0.838700,0.493360,0.795024,0.842523,0.726529
63000,0.073234,0.118648,0.910788,0.838721,0.492768,0.795505,0.842782,0.726586
63100,0.073120,0.118638,0.910788,0.838763,0.492185,0.795986,0.843039,0.726641
63200,0.073007,0.118628,0.910788,0.838742,0.491609,0.796466,0.843293,0.726695
63300,0.072895,0.118618,0.908714,0.838847,0.491041,0.796945,0.843545,0.726749
63400,0.072784,0.118609,0.908714,0.838889,0.490480,0.797424,0.843795,0.726802
63500,0.072674,0.118600,0.910788,0.838973,0.489926,0.797901,0.844042,0.726854
63600,0.072565,0.118591,0.910788,0.839015,0.489380,0.798378,0.844287,0.726905
63700,0.072457,0.118582,0.910788,0.838973,0.488839,0.798853,0.844530,0.726956
63800,0.072351,0.118573,0.910788,0.838868,0.488306,0.799327,0.844771,0.727005
63900,0.072245,0.118565,0.910788,0.838889,0.487778,0.799799,0.845010,0.727054
64000,0.072140,0.118557,0.910788,0.838952,0.487257,0.800270,0.845247,0.727102
64100,0.072036,0.118548,0.910788,0.839078,0.486742,0.800739,0.845482,0.727149
64200,0.071934,0.118541,0.910788,0.839204,0.486233,0.801206,0.845715,0.727196
64300,0.071831,0.118533,0.912863,0.839099,0.485729,0.801671,0.845946,0.727242
64400,0.071730,0.118525,0.912863,0.839162,0.485230,0.802134,0.846176,0.727287
64500,0.071630,0.118518,0.912863,0.839141,0.484737,0.802594,0.846404,0.727331
